PersonID,Age,Income,Home,EmpLength,Intent,Grade,Amount,Rate,Status,PercentIncome,DefaultHist,CredHist,Age_Group,Income_Group,Loan_Burden
PER_18859,35,33996.0,RENT,0.0,DEBTCONSOLIDATION,B,1500.0,10.99,0,0.04,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18860,29,29780.0,RENT,2.0,PERSONAL,D,1500.0,12.86,1,0.05,Y,10,26-40,LOW INCOME,SAFE (<20%)
PER_18861,35,28000.0,OWN,3.0,VENTURE,A,7600.0,6.62,0,0.27,N,10,26-40,LOW INCOME,WARNING (20-30%)
PER_18862,35,38000.0,RENT,0.0,MEDICAL,A,1500.0,7.4,0,0.04,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_18863,34,28000.0,OWN,1.0,VENTURE,B,3000.0,9.99,0,0.11,N,10,26-40,LOW INCOME,SAFE (<20%)
PER_18864,29,38004.0,RENT,3.0,MEDICAL,C,1500.0,14.35,0,0.04,Y,10,26-40,LOW INCOME,SAFE (<20%)
PER_18865,32,28000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7500.0,10.99,0,0.27,N,6,26-40,LOW INCOME,WARNING (20-30%)
PER_18867,30,28000.0,OWN,5.0,PERSONAL,B,6300.0,11.99,0,0.23,N,9,26-40,LOW INCOME,WARNING (20-30%)
PER_18868,30,34000.0,RENT,2.0,DEBTCONSOLIDATION,D,1500.0,14.61,1,0.04,Y,5,26-40,LOW INCOME,SAFE (<20%)
PER_18869,33,28000.0,OWN,3.0,VENTURE,A,4800.0,7.49,0,0.17,N,10,26-40,LOW INCOME,SAFE (<20%)
PER_18870,28,41000.0,RENT,10.0,DEBTCONSOLIDATION,C,1500.0,14.79,0,0.04,Y,6,26-40,LOW INCOME,SAFE (<20%)
PER_18871,32,43625.0,RENT,2.0,EDUCATION,B,1500.0,10.99,0,0.03,N,6,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18872,29,38004.0,RENT,2.0,PERSONAL,C,1500.0,12.53,1,0.04,Y,7,26-40,LOW INCOME,SAFE (<20%)
PER_18874,34,45000.0,RENT,7.0,MEDICAL,A,1500.0,5.99,0,0.03,N,10,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18875,32,28000.0,MORTGAGE,7.0,MEDICAL,D,6000.0,15.21,1,0.21,N,9,26-40,LOW INCOME,WARNING (20-30%)
PER_18877,35,48000.0,RENT,13.0,MEDICAL,B,1500.0,9.91,0,0.03,N,9,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18878,33,48000.0,RENT,2.0,MEDICAL,B,1500.0,11.71,0,0.03,N,8,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18879,33,48000.0,RENT,2.0,VENTURE,B,1500.0,11.89,0,0.03,N,6,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18880,34,50000.0,RENT,5.0,VENTURE,C,1500.0,13.92,0,0.03,N,5,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18881,28,28000.0,OWN,0.0,MEDICAL,B,3250.0,12.53,0,0.12,N,9,26-40,LOW INCOME,SAFE (<20%)
PER_18882,27,54600.0,RENT,2.0,EDUCATION,C,1500.0,13.23,0,0.03,Y,8,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18883,28,55000.0,RENT,7.0,EDUCATION,A,1500.0,7.37,0,0.03,N,8,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18885,29,60000.0,RENT,3.0,EDUCATION,C,1500.0,12.87,0,0.03,N,9,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18886,32,54000.0,RENT,7.0,DEBTCONSOLIDATION,D,1500.0,14.42,1,0.03,N,9,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18887,32,61900.0,RENT,4.0,HOMEIMPROVEMENT,C,1500.0,13.23,0,0.02,Y,7,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18888,29,80000.0,RENT,0.0,PERSONAL,B,1500.0,12.42,0,0.02,N,9,26-40,HIGH INCOME,SAFE (<20%)
PER_18889,32,80000.0,RENT,6.0,HOMEIMPROVEMENT,B,1500.0,10.74,0,0.02,N,10,26-40,HIGH INCOME,SAFE (<20%)
PER_18890,27,28500.0,MORTGAGE,3.0,VENTURE,C,1600.0,13.49,1,0.06,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_18891,33,18000.0,RENT,1.0,HOMEIMPROVEMENT,B,1600.0,9.88,1,0.09,N,5,26-40,LOW INCOME,SAFE (<20%)
PER_18892,27,28500.0,MORTGAGE,6.0,VENTURE,A,2600.0,7.74,0,0.09,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18893,30,28500.0,MORTGAGE,9.0,EDUCATION,A,4000.0,7.74,0,0.14,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18894,27,28560.0,MORTGAGE,7.0,PERSONAL,A,2400.0,6.39,0,0.08,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_18895,29,18000.0,RENT,3.0,MEDICAL,B,1700.0,11.12,0,0.09,N,10,26-40,LOW INCOME,SAFE (<20%)
PER_18896,29,33000.0,RENT,2.0,PERSONAL,C,1700.0,15.23,0,0.05,Y,9,26-40,LOW INCOME,SAFE (<20%)
PER_18897,32,28672.0,OWN,5.0,EDUCATION,C,4650.0,13.22,0,0.16,Y,5,26-40,LOW INCOME,SAFE (<20%)
PER_18898,28,40000.0,RENT,1.0,MEDICAL,C,1700.0,13.48,0,0.04,N,9,26-40,LOW INCOME,SAFE (<20%)
PER_18899,28,53040.0,RENT,6.0,DEBTCONSOLIDATION,A,1700.0,8.49,0,0.03,N,8,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18900,31,12996.0,RENT,4.0,MEDICAL,A,1750.0,6.76,0,0.13,N,10,26-40,LOW INCOME,SAFE (<20%)
PER_18902,30,28800.0,MORTGAGE,6.0,PERSONAL,C,6250.0,13.48,0,0.22,N,9,26-40,LOW INCOME,WARNING (20-30%)
PER_18903,28,15000.0,RENT,0.0,MEDICAL,B,1800.0,11.49,0,0.12,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18904,33,15000.0,RENT,3.0,VENTURE,D,1800.0,17.54,0,0.12,Y,9,26-40,LOW INCOME,SAFE (<20%)
PER_18905,28,28800.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2000.0,10.59,0,0.07,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18906,32,21360.0,RENT,1.0,VENTURE,C,1800.0,12.99,0,0.08,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_18907,31,23766.0,RENT,1.0,MEDICAL,C,1800.0,13.06,0,0.08,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18908,31,24000.0,RENT,2.0,MEDICAL,A,1800.0,8.59,0,0.07,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_18910,32,28800.0,MORTGAGE,7.0,VENTURE,C,7500.0,13.43,0,0.26,Y,7,26-40,LOW INCOME,WARNING (20-30%)
PER_18911,32,45996.0,RENT,2.0,MEDICAL,B,1800.0,11.58,0,0.04,N,9,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18915,33,80000.0,RENT,5.0,PERSONAL,B,1800.0,10.75,0,0.02,N,7,26-40,HIGH INCOME,SAFE (<20%)
PER_18917,33,145000.0,RENT,5.0,MEDICAL,C,1800.0,12.99,0,0.01,N,6,26-40,HIGH INCOME,SAFE (<20%)
PER_18919,27,18600.0,RENT,4.0,MEDICAL,B,1850.0,10.99,0,0.1,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_18920,30,42000.0,RENT,0.0,VENTURE,B,1850.0,11.99,0,0.04,N,5,26-40,LOW INCOME,SAFE (<20%)
PER_18922,30,31200.0,RENT,4.0,MEDICAL,A,1900.0,5.79,0,0.06,N,10,26-40,LOW INCOME,SAFE (<20%)
PER_18924,32,60000.0,RENT,5.0,MEDICAL,C,1925.0,12.29,0,0.03,Y,9,26-40,MEDIUM INCOME,SAFE (<20%)
PER_18925,33,72000.0,RENT,6.0,VENTURE,C,1925.0,14.35,1,0.03,Y,10,26-40,HIGH INCOME,SAFE (<20%)
PER_18926,31,10800.0,RENT,4.0,VENTURE,C,2000.0,14.72,1,0.19,Y,5,26-40,LOW INCOME,SAFE (<20%)
PER_18927,30,12996.0,RENT,1.0,PERSONAL,E,2000.0,17.19,1,0.15,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_18928,31,29000.0,MORTGAGE,6.0,PERSONAL,D,5000.0,15.99,0,0.17,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18929,28,29000.0,OWN,1.0,VENTURE,C,6250.0,12.87,0,0.22,Y,9,26-40,LOW INCOME,WARNING (20-30%)
PER_18930,31,29000.0,MORTGAGE,3.0,EDUCATION,B,3500.0,12.53,0,0.12,N,5,26-40,LOW INCOME,SAFE (<20%)
PER_18931,29,19200.0,RENT,1.0,PERSONAL,A,2000.0,5.99,1,0.1,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18932,31,29000.0,MORTGAGE,5.0,PERSONAL,C,1500.0,12.29,0,0.05,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_18934,29,20400.0,RENT,2.0,MEDICAL,C,2000.0,13.49,0,0.1,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_18935,29,20400.0,RENT,4.0,HOMEIMPROVEMENT,A,2000.0,7.9,1,0.1,N,9,26-40,LOW INCOME,SAFE (<20%)
PER_18936,27,20400.0,RENT,3.0,PERSONAL,B,2000.0,12.53,0,0.1,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_18937,31,20928.0,RENT,0.0,DEBTCONSOLIDATION,C,2000.0,13.48,0,0.1,Y,6,26-40,LOW INCOME,SAFE (<20%)
PER_18938,30,29004.0,OWN,6.0,HOMEIMPROVEMENT,C,6250.0,13.48,0,0.22,N,8,26-40,LOW INCOME,WARNING (20-30%)
PER_18940,28,29112.0,OWN,1.0,VENTURE,A,7000.0,6.99,0,0.24,N,5,26-40,LOW INCOME,WARNING (20-30%)
PER_18941,33,22800.0,RENT,0.0,MEDICAL,A,2000.0,8.49,0,0.09,N,10,26-40,LOW INCOME,SAFE (<20%)
PER_18942,27,29120.0,OWN,0.0,VENTURE,A,4000.0,7.49,0,0.14,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_18943,33,24000.0,RENT,0.0,EDUCATION,C,2000.0,14.35,0,0.08,Y,7,26-40,LOW INCOME,SAFE (<20%)
PER_18944,27,29160.0,MORTGAGE,2.0,VENTURE,A,8000.0,7.51,0,0.27,N,7,26-40,LOW INCOME,WARNING (20-30%)
PER_18945,31,24600.0,RENT,5.0,EDUCATION,C,2000.0,13.61,0,0.08,Y,5,26-40,LOW INCOME,SAFE (<20%)
PER_18946,27,25000.0,RENT,9.0,VENTURE,C,2000.0,13.11,0,0.08,Y,6,26-40,LOW INCOME,SAFE (<20%)
PER_18947,32,25000.0,RENT,3.0,HOMEIMPROVEMENT,C,2000.0,13.16,1,0.08,Y,8,26-40,LOW INCOME,SAFE (<20%)
PER_18948,32,29500.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7000.0,10.0,1,0.24,N,9,26-40,LOW INCOME,WARNING (20-30%)
PER_18949,35,29568.0,MORTGAGE,6.0,PERSONAL,C,6000.0,13.23,0,0.2,Y,10,26-40,LOW INCOME,SAFE (<20%)
PER_18952,29,27000.0,RENT,4.0,MEDICAL,A,2000.0,7.88,0,0.07,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_18953,31,29760.0,MORTGAGE,0.0,MEDICAL,A,10000.0,9.63,0,0.34,N,10,26-40,LOW INCOME,HIGH RISK (>30%)
PER_18955,30,28800.0,RENT,9.0,MEDICAL,B,2000.0,11.48,0,0.07,N,10,26-40,LOW INCOME,SAFE (<20%)
PER_18957,33,30000.0,RENT,11.0,MEDICAL,A,2000.0,7.29,0,0.07,N,5,26-40,LOW INCOME,SAFE (<20%)
PER_18958,30,92700.0,RENT,1.0,VENTURE,B,15000.0,11.99,0,0.16,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_18959,31,81000.0,RENT,1.0,PERSONAL,D,15000.0,14.42,1,0.19,N,6,26-40,HIGH INCOME,SAFE (<20%)
PER_18960,32,30000.0,OWN,2.0,EDUCATION,B,10000.0,9.91,0,0.33,N,8,26-40,LOW INCOME,HIGH RISK (>30%)
PER_18961,28,30000.0,MORTGAGE,5.0,VENTURE,A,15000.0,7.49,0,0.5,N,9,26-40,LOW INCOME,HIGH RISK (>30%)
PER_18962,29,70553.0,RENT,8.0,MEDICAL,C,15000.0,13.47,1,0.18,Y,10,26-40,HIGH INCOME,SAFE (<20%)
PER_18963,33,84000.0,RENT,2.0,VENTURE,E,15000.0,16.7,1,0.18,N,9,26-40,HIGH INCOME,SAFE (<20%)
PER_18964,33,30000.0,OWN,8.0,MEDICAL,A,5000.0,7.51,0,0.17,N,9,26-40,LOW INCOME,SAFE (<20%)
PER_18965,29,100000.0,RENT,1.0,MEDICAL,B,15000.0,9.88,0,0.15,N,9,26-40,HIGH INCOME,SAFE (<20%)
PER_18967,29,100000.0,RENT,3.0,HOMEIMPROVEMENT,C,15000.0,12.04,0,0.15,N,10,26-40,HIGH INCOME,SAFE (<20%)
PER_18969,27,104371.0,RENT,4.0,HOMEIMPROVEMENT,D,15000.0,16.77,0,0.14,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_18970,31,105000.0,RENT,9.0,HOMEIMPROVEMENT,B,15000.0,10.59,0,0.14,N,8,26-40,HIGH INCOME,SAFE (<20%)
PER_18971,27,106000.0,RENT,5.0,DEBTCONSOLIDATION,B,15000.0,10.75,0,0.14,N,6,26-40,HIGH INCOME,SAFE (<20%)
PER_18972,29,106800.0,RENT,0.0,DEBTCONSOLIDATION,A,15000.0,7.49,0,0.14,N,6,26-40,HIGH INCOME,SAFE (<20%)
PER_18973,32,108000.0,RENT,8.0,PERSONAL,B,15000.0,10.0,0,0.14,N,9,26-40,HIGH INCOME,SAFE (<20%)
PER_18974,30,30000.0,MORTGAGE,6.0,EDUCATION,B,10000.0,9.91,0,0.33,N,10,26-40,LOW INCOME,HIGH RISK (>30%)
PER_18977,34,110000.0,RENT,6.0,PERSONAL,C,15000.0,12.68,0,0.14,Y,10,26-40,HIGH INCOME,SAFE (<20%)
PER_18978,35,110000.0,RENT,0.0,MEDICAL,B,15000.0,11.11,0,0.14,N,8,26-40,HIGH INCOME,SAFE (<20%)
PER_18979,35,30000.0,MORTGAGE,13.0,PERSONAL,A,6625.0,6.62,0,0.22,N,6,26-40,LOW INCOME,WARNING (20-30%)
PER_18980,33,110000.0,RENT,3.0,EDUCATION,D,15000.0,14.42,0,0.14,Y,9,26-40,HIGH INCOME,SAFE (<20%)
PER_18981,33,30000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,C,4000.0,13.48,0,0.13,Y,7,26-40,LOW INCOME,SAFE (<20%)
PER_18982,32,101000.0,RENT,0.0,EDUCATION,D,15000.0,17.58,1,0.15,N,8,26-40,HIGH INCOME,SAFE (<20%)
PER_18983,35,117000.0,RENT,8.0,PERSONAL,A,15000.0,9.63,0,0.13,N,8,26-40,HIGH INCOME,SAFE (<20%)
PER_18984,29,120000.0,RENT,3.0,EDUCATION,A,15000.0,6.91,0,0.13,N,7,26-40,HIGH INCOME,SAFE (<20%)
PER_18986,29,120000.0,RENT,3.0,DEBTCONSOLIDATION,A,15000.0,9.63,0,0.13,N,6,26-40,HIGH INCOME,SAFE (<20%)
PER_18987,32,120000.0,RENT,5.0,VENTURE,E,15000.0,15.68,0,0.13,N,7,26-40,HIGH INCOME,SAFE (<20%)
PER_18988,31,30000.0,MORTGAGE,2.0,PERSONAL,A,2000.0,7.9,0,0.07,N,10,26-40,LOW INCOME,SAFE (<20%)
PER_18989,27,122000.0,RENT,3.0,PERSONAL,C,15000.0,12.73,0,0.12,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_18991,27,130000.0,RENT,0.0,MEDICAL,A,15000.0,7.49,0,0.12,N,7,26-40,HIGH INCOME,SAFE (<20%)
PER_18992,27,132000.0,RENT,2.0,HOMEIMPROVEMENT,B,15000.0,11.12,0,0.11,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_18993,29,128000.0,RENT,0.0,EDUCATION,A,15000.0,9.63,1,0.12,N,9,26-40,HIGH INCOME,SAFE (<20%)
PER_18994,28,140000.0,RENT,0.0,DEBTCONSOLIDATION,B,15000.0,11.26,0,0.11,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_18995,28,143000.0,RENT,5.0,HOMEIMPROVEMENT,C,15000.0,12.53,0,0.1,N,6,26-40,HIGH INCOME,SAFE (<20%)
PER_18996,35,30000.0,MORTGAGE,11.0,MEDICAL,B,11000.0,10.65,0,0.37,N,10,26-40,LOW INCOME,HIGH RISK (>30%)
PER_18997,34,147000.0,RENT,1.0,EDUCATION,A,15000.0,8.94,0,0.1,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_18998,29,150000.0,RENT,9.0,PERSONAL,E,15000.0,16.32,0,0.1,N,9,26-40,HIGH INCOME,SAFE (<20%)
PER_18999,31,150000.0,RENT,1.0,HOMEIMPROVEMENT,B,15000.0,10.99,0,0.1,N,10,26-40,HIGH INCOME,SAFE (<20%)
PER_19000,30,165000.0,RENT,3.0,VENTURE,C,15000.0,13.92,0,0.09,Y,9,26-40,HIGH INCOME,SAFE (<20%)
PER_19001,30,175000.0,RENT,3.0,DEBTCONSOLIDATION,B,15000.0,11.26,0,0.09,N,8,26-40,HIGH INCOME,SAFE (<20%)
PER_19002,29,200000.0,RENT,2.0,DEBTCONSOLIDATION,B,15000.0,10.37,0,0.07,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_19003,31,200000.0,RENT,5.0,HOMEIMPROVEMENT,B,15000.0,11.36,0,0.07,N,8,26-40,HIGH INCOME,SAFE (<20%)
PER_19004,28,200000.0,RENT,2.0,VENTURE,C,15000.0,11.72,0,0.07,Y,10,26-40,HIGH INCOME,SAFE (<20%)
PER_19005,32,230000.0,RENT,0.0,HOMEIMPROVEMENT,A,15000.0,5.99,0,0.07,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_19006,33,30000.0,MORTGAGE,1.0,MEDICAL,A,5000.0,7.49,0,0.17,N,9,26-40,LOW INCOME,SAFE (<20%)
PER_19007,34,30000.0,RENT,2.0,HOMEIMPROVEMENT,B,14975.0,12.53,1,0.5,N,10,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19008,30,30000.0,MORTGAGE,3.0,EDUCATION,A,5100.0,7.9,0,0.17,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_19010,32,50000.0,RENT,1.0,MEDICAL,B,14800.0,10.83,0,0.3,N,5,26-40,MEDIUM INCOME,WARNING (20-30%)
PER_19011,28,68000.0,RENT,2.0,EDUCATION,B,14800.0,9.99,0,0.22,N,9,26-40,MEDIUM INCOME,WARNING (20-30%)
PER_19012,30,42000.0,RENT,4.0,DEBTCONSOLIDATION,B,14750.0,10.99,1,0.35,N,7,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19013,32,30000.0,MORTGAGE,6.0,VENTURE,A,10000.0,7.51,0,0.33,N,9,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19014,34,30000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4300.0,7.9,0,0.14,N,5,26-40,LOW INCOME,SAFE (<20%)
PER_19016,27,30000.0,RENT,2.0,EDUCATION,B,2000.0,11.49,0,0.07,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_19017,29,30000.0,RENT,0.0,DEBTCONSOLIDATION,B,2000.0,10.75,0,0.07,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_19018,28,30225.0,RENT,7.0,PERSONAL,B,2000.0,12.42,0,0.07,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_19019,35,30000.0,MORTGAGE,2.0,EDUCATION,A,3300.0,5.99,0,0.11,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_19020,31,33000.0,RENT,1.0,DEBTCONSOLIDATION,A,2000.0,5.79,0,0.06,N,5,26-40,LOW INCOME,SAFE (<20%)
PER_19021,30,33000.0,RENT,2.0,VENTURE,B,2000.0,10.99,0,0.06,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_19022,31,40000.0,RENT,3.0,MEDICAL,B,2000.0,10.37,0,0.05,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_19023,27,40000.0,RENT,9.0,DEBTCONSOLIDATION,B,2000.0,10.75,0,0.05,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_19024,27,51000.0,RENT,1.0,HOMEIMPROVEMENT,A,2000.0,7.74,0,0.04,N,6,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19025,30,51600.0,RENT,12.0,DEBTCONSOLIDATION,B,2000.0,9.99,0,0.04,N,5,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19026,29,51996.0,RENT,2.0,DEBTCONSOLIDATION,C,2000.0,13.72,0,0.04,Y,6,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19027,29,54000.0,RENT,1.0,HOMEIMPROVEMENT,B,2000.0,10.01,0,0.04,N,7,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19029,28,50000.0,RENT,2.0,MEDICAL,D,2000.0,16.89,1,0.04,N,7,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19030,32,30000.0,MORTGAGE,0.0,VENTURE,A,9000.0,5.42,0,0.3,N,9,26-40,LOW INCOME,WARNING (20-30%)
PER_19031,33,57500.0,RENT,2.0,DEBTCONSOLIDATION,B,2000.0,10.99,0,0.03,N,5,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19032,35,59000.0,RENT,11.0,DEBTCONSOLIDATION,C,2000.0,13.48,0,0.03,Y,7,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19033,27,60000.0,RENT,2.0,HOMEIMPROVEMENT,B,2000.0,9.91,0,0.03,N,9,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19034,28,60000.0,RENT,3.0,EDUCATION,B,2000.0,10.99,0,0.03,N,6,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19036,28,54000.0,RENT,1.0,MEDICAL,D,2000.0,14.42,1,0.04,N,7,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19037,29,30000.0,MORTGAGE,3.0,EDUCATION,B,4000.0,10.99,0,0.13,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_19038,30,30000.0,MORTGAGE,1.0,VENTURE,A,10000.0,6.99,0,0.33,N,5,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19039,29,68500.0,RENT,4.0,DEBTCONSOLIDATION,A,2000.0,7.49,0,0.03,N,9,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19040,30,68803.0,RENT,3.0,MEDICAL,A,2000.0,6.17,0,0.03,N,10,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19042,27,69000.0,RENT,1.0,MEDICAL,A,2000.0,6.99,0,0.03,N,5,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19043,30,69996.0,RENT,0.0,EDUCATION,B,2000.0,10.65,0,0.03,N,9,26-40,HIGH INCOME,SAFE (<20%)
PER_19044,35,30000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2975.0,5.99,0,0.1,N,5,26-40,LOW INCOME,SAFE (<20%)
PER_19045,35,70000.0,RENT,2.0,EDUCATION,C,2000.0,13.72,0,0.03,N,7,26-40,HIGH INCOME,SAFE (<20%)
PER_19046,31,30000.0,MORTGAGE,3.0,PERSONAL,A,9450.0,8.49,0,0.32,N,8,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19048,35,80000.0,RENT,7.0,VENTURE,C,2000.0,12.99,0,0.03,Y,9,26-40,HIGH INCOME,SAFE (<20%)
PER_19049,31,30000.0,MORTGAGE,5.0,MEDICAL,D,4000.0,15.62,1,0.13,Y,7,26-40,LOW INCOME,SAFE (<20%)
PER_19050,34,80000.0,RENT,2.0,PERSONAL,B,2000.0,10.36,0,0.03,N,7,26-40,HIGH INCOME,SAFE (<20%)
PER_19052,27,85000.0,RENT,0.0,DEBTCONSOLIDATION,C,2000.0,14.22,0,0.02,Y,9,26-40,HIGH INCOME,SAFE (<20%)
PER_19053,31,86000.0,RENT,0.0,PERSONAL,A,2000.0,5.99,0,0.02,N,5,26-40,HIGH INCOME,SAFE (<20%)
PER_19054,29,102400.0,RENT,2.0,HOMEIMPROVEMENT,B,2000.0,8.88,0,0.02,N,7,26-40,HIGH INCOME,SAFE (<20%)
PER_19055,31,118000.0,RENT,0.0,PERSONAL,D,2000.0,16.89,1,0.02,N,8,26-40,HIGH INCOME,SAFE (<20%)
PER_19056,34,30000.0,OWN,0.0,MEDICAL,A,6000.0,7.29,0,0.2,N,9,26-40,LOW INCOME,SAFE (<20%)
PER_19057,33,132444.0,RENT,4.0,EDUCATION,B,2000.0,11.36,0,0.02,N,9,26-40,HIGH INCOME,SAFE (<20%)
PER_19058,35,30000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000.0,13.43,1,0.33,N,7,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19059,31,30000.0,RENT,1.0,HOMEIMPROVEMENT,B,2050.0,8.88,1,0.07,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_19061,33,30000.0,OWN,1.0,VENTURE,C,5000.0,12.68,0,0.17,Y,10,26-40,LOW INCOME,SAFE (<20%)
PER_19063,30,12500.0,RENT,0.0,PERSONAL,D,2100.0,12.49,1,0.17,Y,7,26-40,LOW INCOME,SAFE (<20%)
PER_19064,33,14400.0,RENT,0.0,VENTURE,D,2100.0,15.21,1,0.15,Y,10,26-40,LOW INCOME,SAFE (<20%)
PER_19065,34,21000.0,RENT,2.0,MEDICAL,A,2100.0,7.88,0,0.1,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_19066,29,31632.0,RENT,2.0,PERSONAL,B,2100.0,10.99,0,0.07,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_19067,27,33500.0,RENT,0.0,MEDICAL,B,2100.0,12.21,0,0.06,N,9,26-40,LOW INCOME,SAFE (<20%)
PER_19068,29,30000.0,MORTGAGE,3.0,VENTURE,A,6000.0,5.79,0,0.2,N,8,26-40,LOW INCOME,SAFE (<20%)
PER_19069,27,39000.0,RENT,3.0,DEBTCONSOLIDATION,B,2100.0,10.99,0,0.05,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_19070,32,51996.0,RENT,6.0,MEDICAL,C,2100.0,13.48,0,0.04,Y,7,26-40,MEDIUM INCOME,SAFE (<20%)
PER_19071,28,30000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000.0,7.29,0,0.1,N,5,26-40,LOW INCOME,SAFE (<20%)
PER_19073,28,35000.0,RENT,6.0,VENTURE,C,2125.0,15.27,0,0.06,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_19074,28,20000.0,RENT,0.0,MEDICAL,B,2150.0,10.37,0,0.11,N,6,26-40,LOW INCOME,SAFE (<20%)
PER_19075,27,24000.0,RENT,1.0,MEDICAL,C,2150.0,14.72,0,0.09,N,7,26-40,LOW INCOME,SAFE (<20%)
PER_19076,34,30000.0,RENT,3.0,PERSONAL,A,14000.0,8.9,1,0.47,N,7,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19077,27,30548.0,RENT,0.0,PERSONAL,A,14000.0,7.88,1,0.46,N,5,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19078,30,33200.0,RENT,4.0,VENTURE,A,14000.0,7.29,1,0.42,N,10,26-40,LOW INCOME,HIGH RISK (>30%)
PER_19079,28,33600.0,RENT,9.0,EDUCATION,C,14000.0,13.48,1,0.42,Y,5,26-40,LOW INCOME,HIGH RISK (>30%)
